Mp_1	Mp_2	Mp_3
0.2990444	0.2983	0
0.3259247	0.3185591	0
0.3045136	0.2946236	0
0.3272835	0.3239568	0
0.3377372	0.33	0
0.3448826	0.35	0
0.3275254	0	0
0.323156	0	0
0.3117895	0	0
0.3006738	0	0
0.3232	0	0
0.273608	0.3116385	0
0.3342857	0	0
0.325285	0	0
0.3271597	0.3290084	0
0.3696025	0.3523235	0
0.3233384	0.344	0
0.312135	0.2687957	0
0.3408209	0	0
0.3035019	0.3045299	0
0.3148603	0.3136508	0
0.2679524	0.3258897	0
0.3286715	0.3172293	0
0.3138858	0.3092833	0
0.3341799	0	0
0.3080723	0	0
0.3353559	0	0
0.3356577	0.2575161	0
0.3183596	0.3183847	0
0.3459654	0.2729253	0
0.3431863	0	0
0.3063945	0	0
0.3307627	0.2042063	0
0.3367932	0.3198485	0
0.315956	0.330335	0
0.3179992	0.3224968	0
0.31975	0	0
0.1980229	0	0
0.3347343	0.3302585	0
0.3309375	0	0
0.3342857	0	0
0.3284242	0	0
0.3415326	0.3155622	0
0.3229252	0	0
0.3132172	0	0
0.2911683	0	0
0.3119488	0	0
0.3088579	0.348778	0
0.327037	0	0
0.3160507	0	0
0.3099737	0	0
0.3274797	0.3430699	0
0.3265096	0.3254529	0
0.3254573	0.3432306	0
0.3245633	0	0
0.3603094	0.331658	0
0.3452047	0	0
0.3392207	0.2972604	0
0.3053292	0.3043264	0
0.3452121	0.3515151	0
0.2934051	0.28	0
0.3055701	0.1139196	0
0.3115501	0	0
0.3376397	0.33	0
0.3187931	0	0
0.3208011	0	0
0.3364407	0	0
0.3383673	0	0
0.2927477	0.3007438	0
0.3324542	0.3054862	0
0.3338581	0	0
0.283327	0	0
0.3256146	0.31	0
0.3237586	0.3280816	0
0.3400613	0.3503444	0
0.3289877	0.3270652	0
0.3187135	0	0
0.2989277	0.2070417	0
0.3186778	0.2375296	0
0.3203827	0	0
0.3058656	0	0
0.3260724	0.3156989	0
0.34	0	0
0.3444211	0.341718	0
0.2964545	0.2916881	0
0.3030893	0.3084427	0
0.38	0.3596552	0
0.3248988	0.33	0
0.35	0.34	0
0.35	0.3438235	0
0.2705427	0	0
0.3075445	0	0
0.3102649	0.3318461	0
0.3073678	0.3273616	0
0.332636	0.3360274	0
0.3260671	0.3241011	0
0.3365824	0.3564787	0
0.3379429	0.3344772	0
0.3253138	0	0
0.3012768	0.2146272	0
0.3101731	0.3055337	0
0.3155	0.32	0
0.3392391	0.3428899	0
0.3345587	0.3365	0
0.3229545	0	0
0.3004929	0.3289303	0
0.3362376	0.3339286	0
0.325056	0.3135346	0
0.3485515	0.3165736	0
0.316534	0	0
0.3189211	0.35	0
0.3095238	0.3159184	0
0.3169399	0.3108862	0
0.362628	0.35	0
0.331441	0.2968947	0
0.3602892	0.3408537	0
0.4058535	0.3914461	0
0.3471031	0	0
0.313662	0.3175161	0
0.33475	0	0
0.3321223	0	0
0.3125696	0.2907692	0
0.354069	0.2775747	0
0.39	0.3732203	0
0.3248276	0.3276964	0
0.3821317	0.3838841	0
0.3107745	0	0
0.33607	0	0
0.3599737	0.3487676	0
0.3480745	0.3537572	0.36
0.3328438	0.3416429	0
0.3158089	0.3263327	0.116
0.34	0.3444546	0.3311111
0.3267567	0.3356574	0
0.3515106	0.3522576	0
0.3814445	0.3883269	0
0.39	0.3752805	0
0.3553333	0.3094338	0
0.2902002	0.3092267	0
0.3214778	0	0
0.3407563	0	0
0.3627712	0.3310226	0
0.3546053	0.3245578	0
0.3770943	0	0
0.3913397	0.3503716	0
0.3425	0	0
0.2639382	0.3388439	0
0.3321514	0.3349675	0
0.30125	0.02597765	0
0.3115761	0.2612683	0
0.2947716	0.298674	0
0.3195305	0.3303571	0
0.2976304	0.33096	0
0.3209953	0	0
0.3291209	0.3290657	0
0.3164489	0.3232845	0
0.3556436	0.34	0
0.3092532	0.3146886	0
0.2818358	0	0
0.2609606	0	0
0.1538182	0.2709934	0
0.3479365	0.35	0
0.3354559	0	0
0.3485	0.3349114	0
0.32	0	0
0.35	0.3587745	0
0.3049091	0.3243962	0
0.3380982	0.3381081	0
0.3171478	0	0
0.3454575	0.3175	0
0.3352339	0.3284624	0
0.2763872	0.2989196	0
0.3143897	0	0
0.3106575	0.35	0
0.2633169	0.2993693	0
0.3793387	0.3813477	0
0.3127731	0.3237402	0
0.3186463	0.337438	0
0.3410201	0.3240753	0
0.3138931	0.34	0
0.3396164	0.3310561	0.06013726
0.3166321	0.3379137	0
0.3488852	0.3296782	0
0.3462121	0.3226587	0
0.35	0.380535	0
0.302907	0.3070879	0.3236842
0.3437985	0.3152336	0
0.31452	0.2933235	0
0.3617567	0.3469863	0
0.3275622	0.316	0
0.3201103	0.2742143	0
0.3199215	0	0
0.3600575	0.3495192	0
0.3737222	0.3837143	0
0.3048986	0.2958929	0
0.3688	0.376092	0
0.3206087	0.2874046	0
0.3697297	0.37	0
0.35	0.3625781	0
0	0.3624286	0
0.348	0.3351862	0
0	0.3654054	0
0.33	0.3120333	0
0.3148032	0	0
0.3182521	0.1115692	0
0.3339181	0	0
0.3084252	0.3443011	0
0.331564	0	0
0.3415105	0.3291727	0
0.3257374	0	0
0.3317949	0.3451515	0
0.3242114	0.3288555	0
0.3180911	0	0
0.3183928	0.2902057	0
0.3286351	0.3323082	0
0.3468569	0.327034	0
0.3253559	0.3300458	0
0.3295546	0.3484127	0
0.3253651	0.3139786	0
0.3101587	0.31	0
0.342188	0	0
0.3419585	0	0
0.3354198	0	0
0.3352235	0.3	0
0.3460536	0.3010127	0
0.37	0.3789546	0
0.3279801	0.2953846	0
0.31	0	0
0.38	0.3694496	0
0.3077429	0	0
0.3107037	0	0
0.3138889	0	0
0.3674242	0.3791667	0
0.3381875	0.314375	0
0.3031482	0.3018079	0
0.3865517	0.39	0
0.351312	0.3611395	0
0.34	0.3162276	0
0.32	0.3045946	0
0.39	0.3694239	0
0.3444546	0.3413357	0
0.3353333	0.3091146	0
0.33	0.34	0
0.3289268	0.330873	0
0.3438718	0.3514742	0
0.35775	0.3714615	0
0.4315119	0.3896981	0
0.36	0.36	0
0.3382121	0.3355398	0
0.3164622	0.2743928	0
0.36	0.35	0
0.316	0.3215689	0
0.3327775	0.2989459	0
0	0.3540206	0
0	0.3607968	0
0.2355734	0.3605675	0
0	0.3081481	0
0.3318184	0	0
0.3199692	0	0
0.3292294	0.4083384	0
0	0.35	0
0.3285951	0.3510027	0
0	0.3377273	0
0.2614393	0	0
0.3204444	0	0
0.324	0.332654	0
0.3195884	0.3366401	0
0.3110507	0	0
0.3421714	0	0
0.3384343	0.3060667	0
0.3163397	0.3191081	0
0.3321196	0.3341321	0
0.3259119	0.2565482	0
0.346579	0.3586624	0.3333333
0.3287845	0.3210869	0
0.3164789	0	0
0.3069384	0	0
0.3270777	0.31	0
0.3326582	0	0
0.2994953	0	0
0.3294702	0	0
0.3455962	0	0
0.3462415	0.3399655	0
0.3495879	0.348	0
0.2760635	0	0
0.3500787	0.3438776	0
0.3092474	0	0
0.2642338	0.3176059	0
0.3597203	0.358052	0
0.3069328	0.3096546	0
0.3032609	0	0
0.2905239	0.159944	0
0.3236625	0.33	0
0.3462633	0.349	0
0.3212679	0	0
0.3105958	0	0
0.3770286	0.3936902	0
0.3399333	0.36	0
0.3478705	0.3274522	0
0.311298	0.3142984	0
0.34505	0.33	0
0.3207159	0.1636632	0
0.3161539	0.3246528	0
0.3251933	0.3309859	0
0.2989593	0	0
0.3339258	0	0
0.3105612	0	0
0.3378212	0	0
0.3069863	0.31	0
0.3016815	0	0
0.3108178	0	0
0.3232686	0	0
0.3067713	0.297	0
0.3292014	0	0
0.3143483	0	0
0.3014584	0	0
0.3031683	0	0
0.3155124	0	0
0.3550518	0.325	0
0.3298316	0.328	0
0.3038315	0	0
0.2771682	0	0
0.2984286	0	0
0.3405469	0	0
0.3146535	0	0
0.3303509	0	0
0.2931009	0	0
0.3090092	0	0
0.2876068	0	0
0.3010559	0	0
0.3167273	0.3141485	0
0.2788514	0	0
0.3107116	0	0
0.3362346	0.3234559	0
0.3029262	0.3111321	0
0.2934302	0	0
0.2826995	0	0
0.3080128	0	0
0.3823516	0	0
0.3417539	0.1090148	0.05833333
0.3398219	0	0
0.3389139	0.316717	0
0.3334042	0	0
0.3708308	0	0
0.3731818	0	0
0.3723004	0	0
0.2907453	0	0
0.345468	0.3163636	0
0.3118009	0	0
0.3091444	0	0
0.3305233	0	0
0.2813733	0	0
0.3071719	0	0
0.3074289	0	0
0.3193427	0	0
0.3343527	0	0
0.3144477	0	0
0.221718	0	0
0.3329249	0.2982143	0
0.3239831	0.07202633	0
0.3250508	0.3601317	0
0.3098588	0	0
0.366573	0.3617571	0
0.3579527	0.34	0
0.3444156	0.3450537	0
0.3531601	0	0
0.3544712	0.3390367	0
0.3563237	0.3456982	0
0.3767415	0	0
0.336891	0.1646761	0
0.3115467	0	0
0.3409489	0.35384	0.35
0.2985417	0	0
0.3252239	0.3456061	0
0.3229739	0.1657765	0
0.3097143	0	0
0.28539	0.1570833	0
0.3244203	0.3273333	0
0.3365763	0.3498876	0
0.3410166	0.3564928	0
0.3167632	0.2919463	0
0.2974254	0.2980746	0
0.3434615	0	0
0.321875	0	0
0.3796418	0.3677368	0
0.3450338	0.3471697	0
0.3151385	0	0
0.3528267	0.3608253	0
0.325997	0	0
0.3259346	0	0
0.3358895	0.3287265	0
0.3258041	0	0
0.3130726	0.304717	0
0.3452359	0.353119	0
0.289695	0.3177474	0
0.3206734	0.3398696	0
0.3343664	0.3315574	0
0.3270344	0	0
0.2889318	0.3450865	0
0.2822222	0.2919817	0
0.3104715	0.312	0
0.3399654	0	0
0.3420948	0.3342978	0
0.3645882	0.3722727	0
0.3225442	0.3207027	0
0.305363	0.3630982	0
0.3253509	0.3366136	0
0.3277581	0	0
0.2915244	0	0
0.3304087	0.08296116	0.07982609
0.2968484	0	0
0.3264339	0.3660884	0
0.3224874	0.1904801	0.03399177
0.3152577	0.1117529	0.109623
0.3420198	0	0
0.3148521	0	0
0.2605154	0	0
0.3352963	0	0
0.2981347	0.3103027	0
0.3164284	0.3307258	0
0.3583816	0.3810224	0
0.273062	0.2488255	0
0.3388226	0.3552454	0
0.3045411	0.3111056	0
0.3009272	0.3858528	0
0	0.2677515	0
0.3540536	0	0
0.1477429	0	0
0.2945241	0.3333873	0
0.3144434	0	0
0.3055909	0	0
0.3158226	0.3178407	0
0.3433917	0	0
