Ql	Qo	Qz	c
3040.84	205.4382	-3041.667	0.9324403
3040.841	204.2274	-3041.667	0.9328385
3040.843	203.029	-3041.667	0.9332327
3040.844	201.8423	-3041.667	0.933623
3040.846	200.6681	-3041.667	0.9340091
3040.848	199.5051	-3041.667	0.9343916
3040.849	198.354	-3041.667	0.9347702
3040.851	197.2143	-3041.667	0.935145
3040.852	196.0858	-3041.667	0.9355162
3040.854	194.9686	-3041.667	0.9358836
3040.855	193.8619	-3041.667	0.9362476
3040.857	192.7664	-3041.667	0.9366078
3040.858	191.6814	-3041.667	0.9369647
3040.86	190.6069	-3041.667	0.9373181
3040.861	189.5428	-3041.667	0.937668
3040.863	188.4887	-3041.667	0.9380147
3040.864	187.4451	-3041.667	0.9383579
3040.865	186.411	-3041.667	0.9386981
3040.867	185.387	-3041.667	0.9390348
3040.868	184.3725	-3041.667	0.9393685
3040.87	183.3675	-3041.667	0.939699
3040.871	182.3722	-3041.667	0.9400263
3040.872	181.3857	-3041.667	0.9403508
3040.874	180.4088	-3041.667	0.940672
3040.875	179.4407	-3041.667	0.9409904
3040.876	178.4816	-3041.667	0.9413059
3040.877	177.5314	-3041.667	0.9416184
3040.879	176.5896	-3041.667	0.9419281
3040.88	175.6567	-3041.667	0.9422349
3040.881	174.732	-3041.667	0.942539
3040.883	173.8158	-3041.667	0.9428403
3040.884	172.9078	-3041.667	0.943139
3040.885	172.0079	-3041.667	0.943435
3040.886	171.1162	-3041.667	0.9437281
3040.888	170.2321	-3041.667	0.944019
3040.889	169.3562	-3041.667	0.944307
3040.89	168.4878	-3041.667	0.9445926
3040.891	167.6271	-3041.667	0.9448757
3040.892	166.7741	-3041.667	0.9451562
3040.894	165.9282	-3041.667	0.9454344
3040.895	165.09	-3041.667	0.9457101
3040.896	164.2588	-3041.667	0.9459834
3040.897	163.4349	-3041.667	0.9462544
3040.898	162.6181	-3041.667	0.946523
3040.899	161.8082	-3041.667	0.9467894
3040.9	161.0054	-3041.667	0.9470534
3040.902	160.209	-3041.667	0.9473153
3040.903	159.4198	-3041.667	0.9475749
3040.904	158.637	-3041.667	0.9478323
3040.905	157.8609	-3041.667	0.9480875
3040.906	157.0913	-3041.667	0.9483406
3040.907	156.328	-3041.667	0.9485916
3040.908	155.5712	-3041.667	0.9488406
3040.909	154.8205	-3041.667	0.9490874
3040.91	154.0762	-3041.667	0.9493322
3040.911	153.3379	-3041.667	0.949575
3040.912	152.6056	-3041.667	0.9498159
3040.913	151.8795	-3041.667	0.9500546
3040.914	151.159	-3041.667	0.9502916
3040.915	150.4446	-3041.667	0.9505265
3040.916	149.7358	-3041.667	0.9507596
3040.917	149.0328	-3041.667	0.9509909
3040.918	148.3355	-3041.667	0.9512202
3040.919	147.6435	-3041.667	0.9514477
3040.92	146.9574	-3041.667	0.9516734
3040.921	146.2764	-3041.667	0.9518973
3040.922	145.601	-3041.667	0.9521195
3040.923	144.9309	-3041.667	0.9523398
3040.924	144.266	-3041.667	0.9525585
3040.925	143.6064	-3041.667	0.9527754
3040.926	142.9517	-3041.667	0.9529907
3040.927	142.3024	-3041.667	0.9532043
3040.927	141.658	-3041.667	0.9534162
3040.928	141.0186	-3041.667	0.9536265
3040.929	140.3841	-3041.667	0.9538351
3040.93	139.7544	-3041.667	0.9540422
3040.931	139.1297	-3041.667	0.9542477
3040.932	138.5096	-3041.667	0.9544516
3040.933	137.8943	-3041.667	0.954654
3040.934	137.2836	-3041.667	0.9548548
3040.935	136.6775	-3041.667	0.9550541
3040.935	136.0761	-3041.667	0.9552519
3040.936	135.4789	-3041.667	0.9554483
3040.937	134.8865	-3041.667	0.9556431
3040.938	134.2983	-3041.667	0.9558365
3040.939	133.7145	-3041.667	0.9560285
3040.939	133.1351	-3041.667	0.9562191
3040.94	132.5598	-3041.667	0.9564083
3040.941	131.989	-3041.667	0.956596
3040.942	131.4221	-3041.667	0.9567824
3040.943	130.8595	-3041.667	0.9569674
3040.944	130.301	-3041.667	0.9571511
3040.944	129.7465	-3041.667	0.9573335
3040.945	129.1961	-3041.667	0.9575145
3040.946	128.6495	-3041.667	0.9576942
3040.947	128.107	-3041.667	0.9578726
3040.948	127.5683	-3041.667	0.9580498
3040.948	127.0334	-3041.667	0.9582257
3040.949	126.5025	-3041.667	0.9584003
3040.95	125.9751	-3041.667	0.9585738
3040.95	125.4517	-3041.667	0.9587459
3040.951	124.9317	-3041.667	0.9589169
3040.952	124.4156	-3041.667	0.9590866
3040.953	123.903	-3041.667	0.9592552
3040.953	123.394	-3041.667	0.9594226
3040.954	122.8887	-3041.667	0.9595888
3040.955	122.3866	-3041.667	0.9597539
3040.955	121.8883	-3041.667	0.9599178
3040.956	121.3932	-3041.667	0.9600806
3040.957	120.9016	-3041.667	0.9602423
3040.958	120.4134	-3041.667	0.9604028
3040.958	119.9284	-3041.667	0.9605623
3040.959	119.447	-3041.667	0.9607207
3040.959	118.9686	-3041.667	0.960878
3040.96	118.4935	-3041.667	0.9610342
3040.961	118.0217	-3041.667	0.9611893
3040.962	117.553	-3041.667	0.9613435
3040.962	117.0875	-3041.667	0.9614965
3040.963	116.625	-3041.667	0.9616486
3040.964	116.1658	-3041.667	0.9617997
3040.964	115.7095	-3041.667	0.9619498
3040.965	115.2563	-3041.667	0.9620988
3040.966	114.8061	-3041.667	0.9622468
3040.966	114.3587	-3041.667	0.9623939
3040.967	113.9145	-3041.667	0.96254
3040.967	113.473	-3041.667	0.9626852
3040.968	113.0346	-3041.667	0.9628294
3040.969	112.5989	-3041.667	0.9629727
3040.969	112.1661	-3041.667	0.963115
3040.97	111.7362	-3041.667	0.9632564
3040.97	111.3088	-3041.667	0.9633969
3040.971	110.8845	-3041.667	0.9635365
3040.972	110.4627	-3041.667	0.9636752
3040.972	110.0437	-3041.667	0.963813
3040.973	109.6274	-3041.667	0.9639499
3040.973	109.2136	-3041.667	0.964086
3040.974	108.8026	-3041.667	0.9642211
3040.975	108.3941	-3041.667	0.9643555
3040.975	107.9883	-3041.667	0.9644889
3040.976	107.585	-3041.667	0.9646215
3040.976	107.1842	-3041.667	0.9647534
3040.977	106.786	-3041.667	0.9648843
3040.978	106.3902	-3041.667	0.9650145
3040.978	105.9969	-3041.667	0.9651438
3040.979	105.6061	-3041.667	0.9652724
3040.979	105.2177	-3041.667	0.9654001
3040.98	104.8317	-3041.667	0.965527
3040.98	104.448	-3041.667	0.9656532
3040.981	104.0668	-3041.667	0.9657785
3040.981	103.6878	-3041.667	0.9659032
3040.982	103.3112	-3041.667	0.966027
3040.982	102.9369	-3041.667	0.9661501
3040.983	102.5649	-3041.667	0.9662725
3040.983	102.1952	-3041.667	0.9663941
3040.984	101.8275	-3041.667	0.9665149
3040.984	101.4623	-3041.667	0.966635
3040.985	101.0992	-3041.667	0.9667545
3040.985	100.7382	-3041.667	0.9668732
3040.986	100.3795	-3041.667	0.9669911
3040.986	100.0228	-3041.667	0.9671084
3040.987	99.6684	-3041.667	0.967225
3040.988	99.31595	-3041.667	0.9673409
3040.988	98.96569	-3041.667	0.9674561
3040.989	98.61747	-3041.667	0.9675706
3040.989	98.27127	-3041.667	0.9676844
3040.99	97.92721	-3041.667	0.9677976
3040.99	97.58501	-3041.667	0.9679101
3040.99	97.24496	-3041.667	0.9680219
3040.991	96.90682	-3041.667	0.9681332
3040.991	96.57067	-3041.667	0.9682437
3040.992	96.2365	-3041.667	0.9683536
3040.992	95.90419	-3041.667	0.9684629
3040.993	95.57391	-3041.667	0.9685715
3040.993	95.24543	-3041.667	0.9686795
3040.994	94.91893	-3041.667	0.9687869
3040.994	94.59427	-3041.667	0.9688936
3040.995	94.27144	-3041.667	0.9689998
3040.995	93.95053	-3041.667	0.9691053
3040.995	93.63132	-3041.667	0.9692103
3040.996	93.31406	-3041.667	0.9693146
3040.996	92.99851	-3041.667	0.9694184
3040.997	92.68478	-3041.667	0.9695216
3040.997	92.37284	-3041.667	0.9696242
3040.998	92.06258	-3041.667	0.9697262
3040.998	91.75416	-3041.667	0.9698276
3040.999	91.44736	-3041.667	0.9699285
3040.999	91.14236	-3041.667	0.9700288
3040.999	90.83904	-3041.667	0.9701285
3041	90.53737	-3041.667	0.9702278
3041	90.23746	-3041.667	0.9703264
3041.001	89.93907	-3041.667	0.9704245
3041.001	89.64246	-3041.667	0.970522
3041.001	89.3474	-3041.667	0.9706191
3041.002	89.054	-3041.667	0.9707156
3041.002	88.76223	-3041.667	0.9708115
3041.003	88.47197	-3041.667	0.970907
3041.003	88.1834	-3041.667	0.9710019
3041.003	87.8963	-3041.667	0.9710963
3041.004	87.61084	-3041.667	0.9711902
3041.004	87.32689	-3041.667	0.9712836
3041.005	87.04446	-3041.667	0.9713764
3041.005	86.76362	-3041.667	0.9714687
3041.005	86.48416	-3041.667	0.9715607
3041.006	86.20634	-3041.667	0.971652
3041.006	85.92992	-3041.667	0.9717429
3041.007	85.655	-3041.667	0.9718333
3041.007	85.38158	-3041.667	0.9719232
3041.007	85.10953	-3041.667	0.9720127
3041.008	84.83902	-3041.667	0.9721017
3041.008	84.56985	-3041.667	0.9721902
3041.009	84.30217	-3041.667	0.9722782
3041.009	84.03587	-3041.667	0.9723658
3041.009	83.77096	-3041.667	0.9724529
3041.01	83.5075	-3041.667	0.9725395
3041.01	83.2453	-3041.667	0.9726258
3041.01	82.98459	-3041.667	0.9727115
3041.011	82.72517	-3041.667	0.9727968
3041.011	82.46711	-3041.667	0.9728817
3041.011	82.21042	-3041.667	0.9729661
3041.012	81.95498	-3041.667	0.9730501
3041.012	81.70096	-3041.667	0.9731336
3041.012	81.44815	-3041.667	0.9732168
3041.013	81.19671	-3041.667	0.9732994
3041.013	80.94653	-3041.667	0.9733817
3041.013	80.69761	-3041.667	0.9734636
3041.014	80.45003	-3041.667	0.973545
3041.014	80.2036	-3041.667	0.973626
3041.014	79.95853	-3041.667	0.9737066
3041.015	79.71463	-3041.667	0.9737868
3041.015	79.47199	-3041.667	0.9738666
3041.015	79.23061	-3041.667	0.973946
3041.016	78.99036	-3041.667	0.974025
3041.016	78.75141	-3041.667	0.9741036
3041.016	78.51358	-3041.667	0.9741818
3041.017	78.27699	-3041.667	0.9742596
3041.017	78.04157	-3041.667	0.974337
3041.017	77.8073	-3041.667	0.9744141
3041.018	77.57426	-3041.667	0.9744907
3041.018	77.34226	-3041.667	0.974567
3041.018	77.11153	-3041.667	0.9746429
3041.019	76.88186	-3041.667	0.9747184
3041.019	76.65335	-3041.667	0.9747936
3041.019	76.42598	-3041.667	0.9748683
3041.02	76.19967	-3041.667	0.9749427
3041.02	75.97455	-3041.667	0.9750168
3041.02	75.75044	-3041.667	0.9750904
3041.021	75.5275	-3041.667	0.9751638
3041.021	75.30561	-3041.667	0.9752367
3041.021	75.08478	-3041.667	0.9753094
3041.021	74.86508	-3041.667	0.9753816
3041.022	74.64635	-3041.667	0.9754536
3041.022	74.42876	-3041.667	0.9755251
3041.022	74.21217	-3041.667	0.9755963
3041.022	73.99664	-3041.667	0.9756672
3041.023	73.78216	-3041.667	0.9757377
3041.023	73.56864	-3041.667	0.9758079
3041.023	73.35622	-3041.667	0.9758778
3041.024	73.14474	-3041.667	0.9759473
3041.024	72.93433	-3041.667	0.9760165
3041.024	72.72489	-3041.667	0.9760854
3041.025	72.51643	-3041.667	0.976154
3041.025	72.30901	-3041.667	0.9762222
3041.025	72.10247	-3041.667	0.9762901
3041.025	71.897	-3041.667	0.9763576
3041.026	71.69244	-3041.667	0.9764249
3041.026	71.48885	-3041.667	0.9764919
3041.026	71.28623	-3041.667	0.9765585
3041.026	71.08451	-3041.667	0.9766248
3041.027	70.8838	-3041.667	0.9766908
3041.027	70.68395	-3041.667	0.9767566
3041.027	70.48508	-3041.667	0.976822
3041.028	70.28712	-3041.667	0.976887
3041.028	70.09006	-3041.667	0.9769518
3041.028	69.89395	-3041.667	0.9770163
3041.028	69.69867	-3041.667	0.9770806
3041.029	69.50436	-3041.667	0.9771445
3041.029	69.3109	-3041.667	0.9772081
3041.029	69.11834	-3041.667	0.9772714
3041.029	68.92667	-3041.667	0.9773344
3041.03	68.73583	-3041.667	0.9773972
3041.03	68.54593	-3041.667	0.9774596
3041.03	68.35682	-3041.667	0.9775218
3041.03	68.16862	-3041.667	0.9775837
3041.031	67.98125	-3041.667	0.9776453
3041.031	67.79471	-3041.667	0.9777067
3041.031	67.60906	-3041.667	0.9777677
3041.031	67.42417	-3041.667	0.9778285
3041.031	67.24019	-3041.667	0.977889
3041.032	67.05698	-3041.667	0.9779493
3041.032	66.87461	-3041.667	0.9780092
3041.032	66.69308	-3041.667	0.9780689
3041.032	66.51229	-3041.667	0.9781284
3041.033	66.33238	-3041.667	0.9781876
3041.033	66.15321	-3041.667	0.9782465
3041.033	65.97488	-3041.667	0.9783051
3041.033	65.79731	-3041.667	0.9783635
3041.034	65.62052	-3041.667	0.9784216
3041.034	65.44456	-3041.667	0.9784795
3041.034	65.26928	-3041.667	0.9785371
3041.034	65.09486	-3041.667	0.9785945
3041.035	64.92115	-3041.667	0.9786516
3041.035	64.74822	-3041.667	0.9787085
3041.035	64.57607	-3041.667	0.9787651
3041.035	64.40461	-3041.667	0.9788215
3041.035	64.23396	-3041.667	0.9788776
3041.036	64.06399	-3041.667	0.9789335
3041.036	63.8948	-3041.667	0.9789891
3041.036	63.72633	-3041.667	0.9790446
3041.036	63.55857	-3041.667	0.9790997
3041.037	63.39159	-3041.667	0.9791546
3041.037	63.22524	-3041.667	0.9792093
3041.037	63.05968	-3041.667	0.9792638
3041.037	62.89479	-3041.667	0.979318
3041.037	62.73062	-3041.667	0.979372
3041.038	62.56717	-3041.667	0.9794257
3041.038	62.40436	-3041.667	0.9794793
3041.038	62.24231	-3041.667	0.9795325
3041.038	62.08089	-3041.667	0.9795856
3041.039	61.9202	-3041.667	0.9796385
3041.039	61.76017	-3041.667	0.9796911
3041.039	61.60081	-3041.667	0.9797435
3041.039	61.44216	-3041.667	0.9797957
3041.039	61.2841	-3041.667	0.9798477
3041.04	61.12679	-3041.667	0.9798994
3041.04	60.97009	-3041.667	0.9799509
3041.04	60.81406	-3041.667	0.9800022
3041.04	60.6587	-3041.667	0.9800533
3041.04	60.50394	-3041.667	0.9801042
3041.041	60.34988	-3041.667	0.9801549
3041.041	60.19641	-3041.667	0.9802053
3041.041	60.04362	-3041.667	0.9802555
3041.041	59.89145	-3041.667	0.9803056
3041.041	59.73989	-3041.667	0.9803554
3041.042	59.589	-3041.667	0.9804051
3041.042	59.43866	-3041.667	0.9804545
3041.042	59.28902	-3041.667	0.9805037
3041.042	59.13994	-3041.667	0.9805527
3041.042	58.99149	-3041.667	0.9806015
3041.042	58.84366	-3041.667	0.9806502
3041.042	58.6964	-3041.667	0.9806986
3041.043	58.54979	-3041.667	0.9807468
3041.043	58.40372	-3041.667	0.9807948
3041.043	58.25829	-3041.667	0.9808426
3041.043	58.11344	-3041.667	0.9808903
3041.043	57.96916	-3041.667	0.9809377
3041.044	57.8255	-3041.667	0.980985
3041.044	57.68236	-3041.667	0.9810321
3041.044	57.53986	-3041.667	0.9810789
3041.044	57.3979	-3041.667	0.9811256
3041.044	57.25652	-3041.667	0.9811721
3041.044	57.11572	-3041.667	0.9812184
3041.045	56.97544	-3041.667	0.9812645
3041.045	56.83578	-3041.667	0.9813104
3041.045	56.69662	-3041.667	0.9813562
3041.045	56.55806	-3041.667	0.9814017
3041.045	56.42003	-3041.667	0.9814472
3041.045	56.28254	-3041.667	0.9814924
3041.046	56.14564	-3041.667	0.9815374
3041.046	56.00921	-3041.667	0.9815822
3041.046	55.87339	-3041.667	0.9816269
3041.046	55.73806	-3041.667	0.9816714
3041.046	55.60328	-3041.667	0.9817157
3041.046	55.46904	-3041.667	0.9817599
3041.047	55.33529	-3041.667	0.9818039
3041.047	55.20212	-3041.667	0.9818476
3041.047	55.06942	-3041.667	0.9818913
3041.047	54.93727	-3041.667	0.9819347
3041.047	54.80563	-3041.667	0.9819781
3041.047	54.67448	-3041.667	0.9820212
3041.048	54.54389	-3041.667	0.9820641
3041.048	54.41374	-3041.667	0.9821069
3041.048	54.28416	-3041.667	0.9821495
3041.048	54.15504	-3041.667	0.982192
3041.048	54.02643	-3041.667	0.9822343
3041.048	53.89833	-3041.667	0.9822764
3041.049	53.77069	-3041.667	0.9823184
3041.049	53.64359	-3041.667	0.9823602
3041.049	53.51692	-3041.667	0.9824018
3041.049	53.39078	-3041.667	0.9824433
3041.049	53.26511	-3041.667	0.9824846
3041.049	53.13991	-3041.667	0.9825258
3041.049	53.01522	-3041.667	0.9825668
3041.05	52.89095	-3041.667	0.9826077
3041.05	52.7672	-3041.667	0.9826484
3041.05	52.6439	-3041.667	0.9826889
3041.05	52.52107	-3041.667	0.9827293
3041.05	52.39872	-3041.667	0.9827695
3041.05	52.27679	-3041.667	0.9828096
3041.051	52.15538	-3041.667	0.9828495
3041.051	52.03437	-3041.667	0.9828894
3041.051	51.91386	-3041.667	0.982929
3041.051	51.79378	-3041.667	0.9829684
3041.051	51.67415	-3041.667	0.9830078
3041.051	51.55499	-3041.667	0.983047
3041.051	51.43623	-3041.667	0.983086
3041.052	51.31796	-3041.667	0.9831249
3041.052	51.20011	-3041.667	0.9831637
3041.052	51.0827	-3041.667	0.9832023
