Ql	Qo	Qz	c
4008264.78864569	3218871.76298807	-20886599.3744856	0.196941336783377
3995552.06176209	3209160.48695753	-20822728.7716837	0.196816750889175
3995552.06176208	3209160.48695753	-20822728.7716837	0.196816750889175
3995552.06176208	3209160.48695753	-20822728.7716837	0.196816750889175
3995552.06176209	3209160.48695753	-20822728.7716837	0.196816750889175
3995552.06176208	3209160.48695753	-20822728.7716837	0.196816750889175
3995552.06176209	3209160.48695753	-20822728.7716837	0.196816750889175
3814017.72171571	2866129.0164878	-15276651.3427597	0.248527609043594
3698344.05601621	2647549.39331908	-11742691.2870866	0.28412571864096
3698344.05601621	2647549.39331908	-11742691.2870866	0.28412571864096
3698344.05601621	2647549.39331908	-11742691.2870866	0.28412571864096
3698344.05601621	2647549.39331908	-11742691.2870866	0.28412571864096
3698344.05601621	2647549.39331908	-11742691.2870866	0.28412571864096
4406783.31825005	2826585.62765492	-12414433.8930323	0.358583024504739
17407974.1889783	6112236.74760706	-24742172.2066345	0.648882938287157
17407974.1889783	6112236.74760706	-24742172.2066345	0.648882938287157
17407974.1889783	6112236.74760707	-24742172.2066345	0.648882938287156
3068776.2620204	1119173.96524966	-46646772.0239082	0.635302847229133
6120747.04418016	1522088.79821603	-34754855.7806994	0.751323035043035
7469119.73511241	1878427.92641487	-31195487.9790591	0.74850745562635
9134357.40178369	3076282.50175005	-41130677.4526499	0.663218509366698
8990966.24693051	2101070.03177777	-47302539.5533104	0.766313211052809
6076995.88081112	1812574.74000219	-35090057.3667047	0.701731780710002
7325308.29333504	2256905.56844	-28759395.3243471	0.691902991920018
11831960.832534	3146376.14478198	-36440644.1087857	0.734078214987792
5147462.23016534	1711361.3088903	-51514918.3880012	0.667533003183332
5515282.6876988	1685113.41154087	-47748296.5888932	0.694464725208135
7507884.6558868	1542920.09181633	-27343292.3086736	0.794493367634976
9614461.36649771	2675059.03346374	-40646073.6668845	0.721767145189727
9232588.81230463	1979313.17719337	-52715462.7354037	0.785616665332755
4933223.57307723	1360591.93750582	-31310474.7962992	0.724198200760417
13325677.8986417	2844347.59205418	-29392184.1799988	0.786551377446689
10619393.1430328	2451322.03663169	-41067873.4692203	0.769165525410465
4820411.63799143	1538385.20885778	-53792347.8167614	0.680860199420895
7118905.00627676	1456541.02710285	-37892454.0705645	0.795398165052263
8897470.75386304	1703848.14969707	-32065781.4287333	0.808501966813737
10035592.1547407	2311009.13929465	-44347509.3634423	0.769718706812637
7751082.35250059	1618795.93064561	-44234222.9370981	0.791152273059856
9399610.07770444	1944648.67036253	-30271763.3979257	0.793113900014302
12562713.9377798	2427883.94219523	-36681091.4671419	0.806738897803455
6792009.61945626	1610390.10713126	-52437469.1128616	0.762899318852823
6987837.16149195	1544649.22120025	-48157630.3194008	0.77895174350765
7851475.02405821	1254719.02231989	-29282701.9549393	0.840193209750368
11729958.2276739	2250701.49887026	-39108179.0157837	0.808123656096209
8966524.41019877	1600725.02518885	-51196639.363215	0.821477648199102
6388481.17232812	1168630.83022447	-33450267.5436332	0.817072196238689
10998076.4000557	1791924.5638479	-31161146.9106313	0.837069274783467
12826370.0490519	2134418.54544564	-38717174.6733039	0.833591379534273
