Ql	Qo	Qz	c
20000.44	954.4476	-20000	0.9522787
20000.44	954.4476	-20000	0.9522787
20000.44	954.4476	-20000	0.9522787
20000.44	954.4476	-20000	0.9522787
20000.44	954.4476	-20000	0.9522787
20001.49	919.446	-20000	0.9540311
20002.91	872.1415	-20000	0.9563993
20002.35	887.89	-20000	0.9556107
20001.05	899.0958	-20000	0.9550475
20000.46	881.08	-20000	0.955947
20000.36	875.2219	-20000	0.9562397
20000.17	866.9514	-20000	0.9566528
20000.15	865.9833	-20000	0.9567012
20000.15	865.9833	-20000	0.9567012
20000.15	865.9833	-20000	0.9567012
20000.15	865.9833	-20000	0.9567012
20000.19	861.1326	-20000	0.9569438
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20000.34	838.929	-20000	0.9580542
20001.69	788.4821	-20000	0.9605792
20002.33	764.64	-20000	0.9617724
20001.92	777.0189	-20000	0.9611528
20000.89	794.3139	-20000	0.9602861
20000.44	777.64	-20000	0.9611189
20000.29	768.5568	-20000	0.9615727
20000.28	765.4409	-20000	0.9617285
20000.28	760.1613	-20000	0.9619924
20000.28	760.1613	-20000	0.9619924
