Ql	Qo	Qz	c
200	199.4486	-200	0.002756806
200	199.4464	-200	0.002768237
200	199.4415	-200	0.002792426
200	199.4393	-200	0.002803334
200	199.4346	-200	0.002827157
200	199.4325	-200	0.002837555
200	199.4278	-200	0.002861011
200	199.4258	-200	0.002870913
200	199.4212	-200	0.002893999
200	199.4193	-200	0.002903416
200	199.4148	-200	0.002926129
200	199.413	-200	0.002935075
200	199.4085	-200	0.002957409
200	199.4068	-200	0.002965895
200	199.4024	-200	0.002987846
200	199.4008	-200	0.002995883
200	199.3965	-200	0.003017445
200	199.395	-200	0.003025046
200	199.3908	-200	0.003046211
200	199.3893	-200	0.003053387
200	199.3852	-200	0.003074149
200	199.3838	-200	0.003080912
200	199.3797	-200	0.003101264
200	199.3785	-200	0.003107626
200	199.3745	-200	0.00312756
200	199.3733	-200	0.003133533
200	199.3694	-200	0.003153043
200	199.3683	-200	0.003158639
200	199.3645	-200	0.003177716
200	199.3634	-200	0.003182947
200	199.3597	-200	0.003201585
200	199.3587	-200	0.003206464
200	199.3551	-200	0.003224656
200	199.3542	-200	0.003229194
200	199.3506	-200	0.003246934
200	199.3498	-200	0.003251144
200	199.3463	-200	0.003268425
200	199.3455	-200	0.00327232
200	199.3422	-200	0.003289136
200	199.3415	-200	0.003292729
200	199.3382	-200	0.003309074
200	199.3375	-200	0.003312377
200	199.3344	-200	0.003328247
200	199.3337	-200	0.003331273
200	199.3307	-200	0.003346662
200	199.3301	-200	0.003349423
200	199.3271	-200	0.003364328
200	199.3266	-200	0.003366837
200	199.3237	-200	0.003381253
200	199.3233	-200	0.003383523
200	199.3205	-200	0.003397447
200	199.3201	-200	0.00339949
200	199.3174	-200	0.00341292
200	199.317	-200	0.003414748
200	199.3145	-200	0.003427681
200	199.3141	-200	0.003429307
200	199.3116	-200	0.00344174
200	199.3114	-200	0.003443176
200	199.309	-200	0.003455108
200	199.3087	-200	0.003456366
200	199.3064	-200	0.003467797
200	199.3062	-200	0.003468889
200	199.304	-200	0.003479817
200	199.3038	-200	0.003480754
200	199.3018	-200	0.00349118
200	199.3016	-200	0.003491974
200	199.2996	-200	0.003501897
200	199.2995	-200	0.003502558
200	199.2976	-200	0.00351198
200	199.2975	-200	0.003512521
200	199.2957	-200	0.003521442
200	199.2956	-200	0.003521872
200	199.2939	-200	0.003530294
200	199.2939	-200	0.003530624
200	199.2923	-200	0.003538548
200	199.2922	-200	0.003538788
200	199.2908	-200	0.003546217
200	199.2907	-200	0.003546377
200	199.2893	-200	0.003553312
200	199.2893	-200	0.003553403
200	199.288	-200	0.003559847
200	199.288	-200	0.003559899
200	199.2868	-200	0.003565812
200	199.2868	-200	0.003565877
200	199.2858	-200	0.003571221
200	199.2857	-200	0.00357132
200	199.2848	-200	0.003576114
200	199.2848	-200	0.00357624
200	199.2839	-200	0.003580505
200	199.2839	-200	0.003580649
200	199.2831	-200	0.003584405
200	199.2831	-200	0.003584559
200	199.2824	-200	0.003587826
200	199.2824	-200	0.003587984
200	199.2818	-200	0.00359078
200	199.2818	-200	0.003590934
200	199.2813	-200	0.003593279
200	199.2813	-200	0.003593423
200	199.2809	-200	0.003595334
200	199.2809	-200	0.003595462
200	199.2806	-200	0.003596958
200	199.2806	-200	0.003597062
200	199.2804	-200	0.003598161
200	199.2803	-200	0.003598236
200	199.2802	-200	0.003598955
200	199.2802	-200	0.003598996
200	199.2801	-200	0.003599351
200	199.2801	-200	0.003599352
200	199.2801	-200	0.003599359
200	199.2801	-200	0.003599315
200	199.2802	-200	0.003598992
200	199.2802	-200	0.003598898
200	199.2803	-200	0.003598259
200	199.2804	-200	0.003598111
200	199.2806	-200	0.003597171
200	199.2806	-200	0.003596965
200	199.2809	-200	0.003595739
200	199.2809	-200	0.00359547
200	199.2812	-200	0.003593972
200	199.2813	-200	0.003593637
200	199.2816	-200	0.003591882
200	199.2817	-200	0.003591476
200	199.2821	-200	0.003589476
200	199.2822	-200	0.003588998
200	199.2827	-200	0.003586767
200	199.2828	-200	0.003586211
200	199.2832	-200	0.003583761
200	199.2834	-200	0.003583126
200	199.2839	-200	0.00358047
200	199.284	-200	0.003579753
200	199.2846	-200	0.003576902
200	199.2848	-200	0.0035761
200	199.2854	-200	0.003573066
200	199.2856	-200	0.003572177
200	199.2862	-200	0.003568971
200	199.2864	-200	0.003567993
200	199.2871	-200	0.003564626
200	199.2873	-200	0.003563556
200	199.288	-200	0.003560038
200	199.2882	-200	0.003558876
200	199.289	-200	0.003555217
200	199.2892	-200	0.003553959
200	199.29	-200	0.003550169
200	199.2902	-200	0.003548816
200	199.291	-200	0.003544904
200	199.2913	-200	0.003543453
200	199.2921	-200	0.003539428
200	199.2924	-200	0.003537878
200	199.2932	-200	0.003533749
200	199.2936	-200	0.0035321
200	199.2944	-200	0.003527875
200	199.2948	-200	0.003526125
200	199.2956	-200	0.003521812
200	199.296	-200	0.003519961
200	199.2969	-200	0.003515568
200	199.2973	-200	0.003513615
200	199.2982	-200	0.003509148
200	199.2986	-200	0.003507094
200	199.2995	-200	0.003502561
200	199.2999	-200	0.003500404
200	199.3008	-200	0.003495813
200	199.3013	-200	0.003493552
200	199.3022	-200	0.003488909
200	199.3027	-200	0.003486545
200	199.3036	-200	0.003481855
200	199.3041	-200	0.003479388
200	199.3051	-200	0.003474659
200	199.3056	-200	0.003472088
200	199.3065	-200	0.003467325
200	199.3071	-200	0.003464651
200	199.308	-200	0.003459859
200	199.3086	-200	0.003457082
200	199.3095	-200	0.003452267
200	199.3101	-200	0.003449388
200	199.3111	-200	0.003444554
200	199.3117	-200	0.003441572
200	199.3127	-200	0.003436725
200	199.3133	-200	0.003433642
200	199.3142	-200	0.003428786
200	199.3149	-200	0.003425601
200	199.3159	-200	0.003420741
200	199.3165	-200	0.003417456
200	199.3175	-200	0.003412595
200	199.3182	-200	0.003409209
200	199.3191	-200	0.003404352
200	199.3198	-200	0.003400868
200	199.3208	-200	0.003396018
200	199.3215	-200	0.003392435
200	199.3225	-200	0.003387597
200	199.3232	-200	0.003383916
200	199.3242	-200	0.003379092
200	199.3249	-200	0.003375315
200	199.3259	-200	0.003370509
200	199.3267	-200	0.003366635
200	199.3276	-200	0.003361851
200	199.3284	-200	0.003357882
200	199.3294	-200	0.003353121
200	199.3302	-200	0.003349059
200	199.3311	-200	0.003344325
200	199.332	-200	0.003340169
200	199.3329	-200	0.003335465
200	199.3338	-200	0.003331217
200	199.3347	-200	0.003326545
200	199.3356	-200	0.003322206
200	199.3365	-200	0.003317568
200	199.3374	-200	0.00331314
200	199.3383	-200	0.003308538
200	199.3392	-200	0.003304022
200	199.3401	-200	0.003299459
200	199.341	-200	0.003294855
200	199.3419	-200	0.003290332
200	199.3429	-200	0.003285642
200	199.3438	-200	0.003281162
200	199.3447	-200	0.003276387
200	199.3456	-200	0.003271951
200	199.3466	-200	0.003267092
200	199.3475	-200	0.003262702
200	199.3484	-200	0.003257761
200	199.3493	-200	0.003253418
200	199.3503	-200	0.003248396
200	199.3512	-200	0.003244102
200	199.3522	-200	0.003239
200	199.353	-200	0.003234756
200	199.3541	-200	0.003229575
200	199.3549	-200	0.003225382
200	199.356	-200	0.003220124
200	199.3568	-200	0.003215984
200	199.3579	-200	0.00321065
200	199.3587	-200	0.003206563
200	199.3598	-200	0.003201154
200	199.3606	-200	0.003197122
200	199.3617	-200	0.00319164
200	199.3625	-200	0.003187663
200	199.3636	-200	0.003182109
200	199.3644	-200	0.003178188
200	199.3655	-200	0.003172563
200	199.3663	-200	0.003168699
200	199.3674	-200	0.003163005
200	199.3682	-200	0.003159198
200	199.3693	-200	0.003153436
200	199.3701	-200	0.003149688
200	199.3712	-200	0.003143859
200	199.372	-200	0.00314017
200	199.3731	-200	0.003134275
200	199.3739	-200	0.003130645
200	199.3751	-200	0.003124686
200	199.3758	-200	0.003121116
200	199.377	-200	0.003115094
200	199.3777	-200	0.003111583
200	199.3789	-200	0.003105501
200	199.3796	-200	0.00310205
200	199.3808	-200	0.003095908
200	199.3815	-200	0.003092517
200	199.3827	-200	0.003086316
200	199.3834	-200	0.003082986
200	199.3847	-200	0.003076728
200	199.3853	-200	0.003073458
200	199.3866	-200	0.003067144
200	199.3872	-200	0.003063935
200	199.3885	-200	0.003057566
200	199.3891	-200	0.003054418
200	199.3904	-200	0.003047995
200	199.391	-200	0.003044908
