Ql	Qo	Qz	c
65272.71	3707.467	-25000	0.9432003
65843.86	3655.313	-25000	0.9444851
66409.45	3606.667	-25000	0.9456905
66970.45	3531.498	-25000	0.9472678
67523.89	3531.706	-25000	0.9476969
68072.13	3505.833	-25000	0.9484982
68614.82	3456.827	-25000	0.9496198
69150.92	3345.665	-25000	0.951618
69681.09	3299.34	-25000	0.9526508
70205.66	3255.74	-25000	0.9536257
70724.02	3211.07	-25000	0.9545972
71237.5	3165.6	-25000	0.9555627
71743.35	3160.02	-25000	0.9559538
72246.78	3111.948	-25000	0.9569261
72743.26	3040.566	-25000	0.9582014
73235.99	3030.974	-25000	0.9586136
73719.34	3040.104	-25000	0.9587611
74200.45	2953.147	-25000	0.9602004
74676.93	2885.991	-25000	0.9613537
75147.67	2846.877	-25000	0.9621162
75613.22	2843.353	-25000	0.9623961
76074.08	2800.342	-25000	0.9631893
76530.47	2785.344	-25000	0.9636047
76982.84	2700.936	-25000	0.9649151
77429.21	2682.712	-25000	0.9653527
77869.49	2635.687	-25000	0.9661525
78306.23	2634.271	-25000	0.9663594
78739.37	2561.188	-25000	0.9674726
79166.69	2530.11	-25000	0.9680407
79589.23	2497.659	-25000	0.9686181
80007.58	2464.657	-25000	0.9691947
80422.2	2432.819	-25000	0.9697494
80830.98	2401.886	-25000	0.9702851
81235.35	2374.106	-25000	0.9707749
81635.75	2344.736	-25000	0.9712781
82031.55	2315.676	-25000	0.9717709
82420.01	2288.184	-25000	0.9722375
82811.93	2260.971	-25000	0.9726975
83195.95	2232.872	-25000	0.9731613
83567.94	2212.924	-25000	0.9735194
83955.2	2180.045	-25000	0.9740332
84325.73	2158.05	-25000	0.9744081
84694.45	2132.699	-25000	0.9748189
85058.71	2108.241	-25000	0.9752143
85420.65	2084.36	-25000	0.9755989
85777.66	2060.894	-25000	0.975974
86132.1	2038.11	-25000	0.9763374
86483.72	2015.691	-25000	0.9766929
86831.12	1993.776	-25000	0.9770384
87175.3	1972.256	-25000	0.977376
87515.88	1951.142	-25000	0.9777053
87853.04	1930.455	-25000	0.9780263
88188	1910.071	-25000	0.9783409
88518.42	1890.12	-25000	0.9786472
88845.07	1870.502	-25000	0.9789465
89168.83	1851.271	-25000	0.9792386
89487.4	1832.33	-25000	0.9795241
89804.2	1813.737	-25000	0.9798034
90119.09	1795.467	-25000	0.9800767
90431.09	1777.487	-25000	0.9803443
90740.44	1759.865	-25000	0.9806055
91047.27	1742.435	-25000	0.9808623
91351.08	1725.419	-25000	0.9811122
91651.95	1708.559	-25000	0.9813582
91949.81	1692.021	-25000	0.9815984
92244.8	1675.735	-25000	0.9818338
92537.1	1659.677	-25000	0.9820647
92826.41	1643.902	-25000	0.9822906
93113.07	1628.339	-25000	0.9825122
93396.84	1613.065	-25000	0.9827289
93678.18	1597.962	-25000	0.982942
93956.7	1583.136	-25000	0.9831504
94232.8	1568.463	-25000	0.9833555
94506.07	1554.09	-25000	0.9835557
94776.34	1539.92	-25000	0.9837521
95043.91	1525.911	-25000	0.9839452
95308.33	1512.139	-25000	0.9841343
95570.13	1498.592	-25000	0.9843194
95829.83	1485.125	-25000	0.9845025
96086.47	1471.959	-25000	0.9846809
96340.67	1458.945	-25000	0.9848564
96593.01	1446.104	-25000	0.9850289
96842.56	1433.447	-25000	0.9851981
97089.1	1420.977	-25000	0.9853642
97333.86	1408.678	-25000	0.9855273
97576.47	1396.542	-25000	0.9856877
97816.52	1384.579	-25000	0.9858451
98054.05	1372.772	-25000	0.9859998
98289.68	1361.129	-25000	0.9861519
98522.63	1349.643	-25000	0.9863012
98753.34	1338.317	-25000	0.9864479
98981.91	1327.134	-25000	0.9865922
99208.28	1316.109	-25000	0.9867339
99432.43	1305.236	-25000	0.9868731
99654.35	1294.51	-25000	0.98701
